texto_original,texto_limpio
¿Quién es el alcalde de Marbella?,quién es el alcalde de marbella
¿Cuántas faltas ofensivas pitaron a España?,cuántas faltas ofensivas pitaron a españa
¿Quién está al mando de Chile?,quién está al mando de chile
¿Cuánto han crecido las importaciones desde Vietnam?,cuánto han crecido las importaciones desde vietnam
¿Desde cuándo ocupa Eduardo Rodríguez la presidencia de Bolivia?,desde cuándo ocupa eduardo rodríguez la presidencia de bolivia
¿Cuál era un gusto extendido entre los miembros de la iglesia cristiana en España según los musulmanes del siglo XII?,cuál era un gusto extendido entre los miembros de la iglesia cristiana en españa según los musulmanes del siglo xii
¿Quién es el Ministro de Asuntos Exteriores de España?,quién es el ministro de asuntos exteriores de españa
¿En qué país se ha impuesto esta medida extrema por orden gubernamental?,en qué país se ha impuesto esta medida extrema por orden gubernamental
¿Desde cuándo se cambia la hora en Brasil?,desde cuándo se cambia la hora en brasil
¿Qué se celebró en Cuba?,qué se celebró en cuba
¿Quién diseñó los corredores elevados de la basílica de San Pedro?,quién diseñó los corredores elevados de la basílica de san pedro
¿Cómo quedaron Argentina y Alemania?,cómo quedaron argentina y alemania
¿Cómo se llama el viaducto que une a Suecia y Dinamarca?,cómo se llama el viaducto que une a suecia y dinamarca
¿Quién se interesó por el fútbol en Perú a principios del siglo XX?,quién se interesó por el fútbol en perú a principios del siglo xx
¿Cuál es la única manera de derrotar a los enemigos que no mueren al saltar sobre ellos?,cuál es la única manera de derrotar a los enemigos que no mueren al saltar sobre ellos
¿Quién está a cargo de Venezuela?,quién está a cargo de venezuela
¿Cuál es el objetivo de los cambios de reglamento de 1998 y 2000?,cuál es el objetivo de los cambios de reglamento de 1998 y 2000
¿Qué países aprovecharon la suspensión de la Constitución de Túnez para entrar en el país?,qué países aprovecharon la suspensión de la constitución de túnez para entrar en el país
¿Por qué Santa Bárbara no necesita a los estadounidenses según Carrillo?,por qué santa bárbara no necesita a los estadounidenses según carrillo
¿Dónde se halla Corea del Sur?,dónde se halla corea del sur
¿Cuánto tiempo estuvo Jean Claude Duvalier fuera de Haití?,cuánto tiempo estuvo jean claude duvalier fuera de haití
¿Qué pena es impuesta a los agresores sexuales y asesinos de menores de 14 años en Colombia?,qué pena es impuesta a los agresores sexuales y asesinos de menores de 14 años en colombia
¿Por qué pedía esa compensación económica la política colombiana?,por qué pedía esa compensación económica la política colombiana
¿Cuál es la ideología política del partido gobernante en Reino Unido en esta película?,cuál es la ideología política del partido gobernante en reino unido en esta película
¿Quién organizó las protestas en Irán? ,quién organizó las protestas en irán
¿Cómo quedó el partido entre Uruguay y Holanda en el estadio Green Point?,cómo quedó el partido entre uruguay y holanda en el estadio green point
¿Qué medio de comunicación ha informado sobre las torturas del Batallón Patriotas de la VI Brigada del Ejército colombiano?,qué medio de comunicación ha informado sobre las torturas del batallón patriotas de la vi brigada del ejército colombiano
¿Cuántos goles marcó Luis Suárez a la selección chilena?,cuántos goles marcó luis suárez a la selección chilena
¿En qué posición jugaba en Argentina?,en qué posición jugaba en argentina
¿Quién ha abandonado su puesto de trabajo en Colombia?,quién ha abandonado su puesto de trabajo en colombia
¿Cuántas personas se han infectado de COVID-19 en Perú?,cuántas personas se han infectado de covid19 en perú
¿A cuánta gente afectada el paro en Haití?,a cuánta gente afectada el paro en haití
¿A quién ganó México?,a quién ganó méxico
¿Quién ha permitido que los homosexuales puedan casarse en Ciudad de México?,quién ha permitido que los homosexuales puedan casarse en ciudad de méxico
¿Dónde estuvo presente Chávez en España?,dónde estuvo presente chávez en españa
¿Cuántos ciudadanos de EEUU no regresaron de Vietnam?,cuántos ciudadanos de eeuu no regresaron de vietnam
¿Quién pasó a ser el gobernador de Concepción del Uruguay en 1883?,quién pasó a ser el gobernador de concepción del uruguay en 1883
¿Dónde se impondrá el horario de verano en Brasil?,dónde se impondrá el horario de verano en brasil
¿Quiénes fueron los pobladores de la zona de la actual Ucrania en la Edad del Hierro?,quiénes fueron los pobladores de la zona de la actual ucrania en la edad del hierro
¿Qué era un demo en la Antigua Grecia?,qué era un demo en la antigua grecia
¿Cuál es el nombre por el que se conoce habitualmente el Israel Aircraft Industries Kfir?,cuál es el nombre por el que se conoce habitualmente el israel aircraft industries kfir
¿Cuáles son los tres principales partidos políticos de Alemania?,cuáles son los tres principales partidos políticos de alemania
¿Cuál es uno de los juegos más populares de Nintendo?,cuál es uno de los juegos más populares de nintendo
¿Cómo se ha moldeado el paisaje de Islandia?,cómo se ha moldeado el paisaje de islandia
¿Cuál es la capital de Costa Rica?,cuál es la capital de costa rica
¿A qué obedecía que las chinas tuviesen una fama positiva o negativa?,a qué obedecía que las chinas tuviesen una fama positiva o negativa
¿Cómo le recordó el gobierno de Austria al de Serbia que debían mantener una relación cordial?,cómo le recordó el gobierno de austria al de serbia que debían mantener una relación cordial
¿Dónde se estudiaba derecho antes de que se fundase la Universidad de Chile?,dónde se estudiaba derecho antes de que se fundase la universidad de chile
¿Cómo es el portal de la parte baja de la fachada de la basílica?,cómo es el portal de la parte baja de la fachada de la basílica
¿En qué ciudad francesa tuvo lugar la quinta prueba del mundial de motociclismo de 2017?,en qué ciudad francesa tuvo lugar la quinta prueba del mundial de motociclismo de 2017
¿Dónde dice Bonfini que Luis I de Hungría deseaba la guerra?,dónde dice bonfini que luis i de hungría deseaba la guerra
¿Qué relación política mantienen Nueva Zelanda o India con Reino Unido?,qué relación política mantienen nueva zelanda o india con reino unido
¿En qué puesto se sitúa Sudán del Sur por su tasa de desnutrición infantil?,en qué puesto se sitúa sudán del sur por su tasa de desnutrición infantil
¿Cuántos deportistas llevó Argentina a los Juegos Suramericanos de 2010?,cuántos deportistas llevó argentina a los juegos suramericanos de 2010
¿Cuándo se disculpó Japón por sus acciones durante el conflicto?,cuándo se disculpó japón por sus acciones durante el conflicto
¿Qué demanda le ha hecho EEUU a Nicaragua?,qué demanda le ha hecho eeuu a nicaragua
¿Quién está al frente de Bolivia?,quién está al frente de bolivia
¿Por qué asunto ha ido a más la pugna entre China y Japón?,por qué asunto ha ido a más la pugna entre china y japón
¿Cuántas personas resultaron heridas de la explosión del camión delante Hospital Materno-infantil en la delegación Cuajimalpa de la Ciudad de México? del ,cuántas personas resultaron heridas de la explosión del camión delante hospital maternoinfantil en la delegación cuajimalpa de la ciudad de méxico del
¿Cuántas personas participaron en la expedición de Cortés a Honduras?,cuántas personas participaron en la expedición de cortés a honduras
¿Quién se incorpora a Force India en 2013?,quién se incorpora a force india en 2013
¿Quién fue el compositor más importante en la ópera de Francia antes de que lo fuese Rameau?,quién fue el compositor más importante en la ópera de francia antes de que lo fuese rameau
¿Cuáles se piensa que fueron los primeros nativos americanos en habitar Indiana?,cuáles se piensa que fueron los primeros nativos americanos en habitar indiana
¿A qué nivel prometió España disminuir el déficit público?,a qué nivel prometió españa disminuir el déficit público
¿Quiénes marcaron para México?,quiénes marcaron para méxico
¿Quién está al mando de ENERSIS en Chile?,quién está al mando de enersis en chile
¿Qué efecto tendrá el fortalecimiento de la democracia en Paraguay?,qué efecto tendrá el fortalecimiento de la democracia en paraguay
¿Cuándo se fundó la primera tabacalera uruguaya?,cuándo se fundó la primera tabacalera uruguaya
¿Quiénes combaten al-Qaeda en Yemen?,quiénes combaten alqaeda en yemen
¿Quién es el entrenador de Samoa Americana?,quién es el entrenador de samoa americana
"¿En base a qué se emitirán 10,3 billones de deuda?",en base a qué se emitirán 103 billones de deuda
¿Qué hazaña distingue a Australia dentro de esta competición de rugby?,qué hazaña distingue a australia dentro de esta competición de rugby
¿En qué área de Italia fue el PIB per cápita de 15 900 € en 2001?,en qué área de italia fue el pib per cápita de 15 900 en 2001
¿Cuándo será la próxima cita con las urnas en Perú?,cuándo será la próxima cita con las urnas en perú
¿Por qué ha sido cesada la magistrada argentina?,por qué ha sido cesada la magistrada argentina
¿Qué distingue Madrid del resto de municipios de España?,qué distingue madrid del resto de municipios de españa
¿Dónde tiene lugar el Gran Premio de España de Motociclismo?,dónde tiene lugar el gran premio de españa de motociclismo
¿Cuál fue la réplica que obtuvieron Austria-Hungría y Alemania por parte de Serbia tras pedirle que investigasen lo sucedido?,cuál fue la réplica que obtuvieron austriahungría y alemania por parte de serbia tras pedirle que investigasen lo sucedido
¿Cuándo tuvo que entregar Rumanía una parte de Transilvania a Hungría?,cuándo tuvo que entregar rumanía una parte de transilvania a hungría
¿En qué competición está participando el River Plate de Argentina?,en qué competición está participando el river plate de argentina
¿Quién capitaneó el grupo que halló los primeros fósiles de Nigersaurus?,quién capitaneó el grupo que halló los primeros fósiles de nigersaurus
¿Cuándo emitirá una resolución el juez?,cuándo emitirá una resolución el juez
¿A quién se escogió de nuevo para el puesto de Procurador de Colombia?,a quién se escogió de nuevo para el puesto de procurador de colombia
¿Quién dirige Brasil?,quién dirige brasil
¿Cuál es la actividad deportiva que más se practica en Argentina?,cuál es la actividad deportiva que más se practica en argentina
¿Cuál fue la función de Abraham durante la Guerra de Granada?,cuál fue la función de abraham durante la guerra de granada
¿Cuál fue el primer título que se le dio a Raiders of the Lost Ark en España?,cuál fue el primer título que se le dio a raiders of the lost ark en españa
