texto_original,texto_limpio
¿Cómo se llaman las tres películas de Harry Potter?,cómo se llaman las tres películas de harry potter
¿Por qué contó Columbus con Rowling durante el desarrollo del guion?,por qué contó columbus con rowling durante el desarrollo del guion
¿A qué considera Kloves que se parece mucho el filme?,a qué considera kloves que se parece mucho el filme
¿Qué novela de la saga no había salido a la luz durante la escritura del guion de la película de Harry Potter y la piedra filosofal?,qué novela de la saga no había salido a la luz durante la escritura del guion de la película de harry potter y la piedra filosofal
¿A qué se dedicó Papin tras fracasar su idea?,a qué se dedicó papin tras fracasar su idea
¿Quién ideó originalmente el motor de explosión?,quién ideó originalmente el motor de explosión
¿Qué presentó Cugnot en 1765?,qué presentó cugnot en 1765
¿Qué presentó Trevithick en 1801?,qué presentó trevithick en 1801
¿Qué presentó Hermann Puckler-Muskau en 1828?,qué presentó hermann puckler-muskau en 1828
¿Cómo eran los Ómnibus que circularon hasta 1878?,cómo eran los ómnibus que circularon hasta 1878
¿Quiénes inventaron vehículos de vapor capaces de ganar a otros de gasolina?,quiénes inventaron vehículos de vapor capaces de ganar a otros de gasolina
¿Dónde se presentó el primer motor de explosión exitoso?,dónde se presentó el primer motor de explosión exitoso
¿Cómo funcionaba el motor de explosión de Etienne Lenoir?,cómo funcionaba el motor de explosión de etienne lenoir
¿Por qué no triunfaron los coches de vapor libre en el siglo XX?,por qué no triunfaron los coches de vapor libre en el siglo xx
¿Cuánto mide Oztas?,cuánto mide oztas
¿Qué jugadores del Valencia han tenido problemas físicos?,qué jugadores del valencia han tenido problemas físicos
¿Quién es el entrenador del Pamesa Valencia?,quién es el entrenador del pamesa valencia
¿Cuándo se produjo la contractura de Luengo?,cuándo se produjo la contractura de luengo
¿Qué equipo lidera la liga?,qué equipo lidera la liga
¿Cuál es el balance de partidos del Pamesa en la Copa Saporta?,cuál es el balance de partidos del pamesa en la copa saporta
¿Quién está al frente de Zimbabue?,quién está al frente de zimbabue
¿En qué estado se encuentra Mugabe?,en qué estado se encuentra mugabe
¿Quién está al mando del país sudafricano?,quién está al mando del país sudafricano
¿Cuándo fue imputada Lucía Hiriart?,cuándo fue imputada lucía hiriart
¿Cuántas cuentas bancarias tenía Pinochet?,cuántas cuentas bancarias tenía pinochet
¿Quién destapó la fortuna de Pinochet?,quién destapó la fortuna de pinochet
¿Dónde hizo sus declaraciones Alejandro Toledo?,dónde hizo sus declaraciones alejandro toledo
¿Qué organización pretendía asaltar el congreso en 1996?,qué organización pretendía asaltar el congreso en 1996
¿Quién estuvo visitando Estados Unidos?,quién estuvo visitando estados unidos
¿Quién se ha indignado por las declaraciones de Toledo?,quién se ha indignado por las declaraciones de toledo
¿Cómo fue organizada la manifestación?,cómo fue organizada la manifestación
¿Quién dirige TransMilenio?,quién dirige transmilenio
¿Cuándo fueron causados los estropicios en las estaciones?,cuándo fueron causados los estropicios en las estaciones
¿Quién ha solicitado al país asiático que invierta en su país?,quién ha solicitado al país asiático que invierta en su país
¿A qué parte de la economía boliviana se quiere destinar más capital?,a qué parte de la economía boliviana se quiere destinar más capital
¿Qué tipo de cosas ha redactado?,qué tipo de cosas ha redactado
¿Quiénes hacen pipí con un dedito?,quiénes hacen pipí con un dedito
¿Quiénes hacen pipí con un peine?,quiénes hacen pipí con un peine
¿De qué color es el camaleón?,de qué color es el camaleón
¿Dónde se cree que nació Justo de Canterbury?,dónde se cree que nació justo de canterbury
¿Cuál fue el objetivo que le encargó el papa Gregorio Magno a Justo de Canterbury?,cuál fue el objetivo que le encargó el papa gregorio magno a justo de canterbury
¿Cuándo pasó Justo de Canterbury a ser el primer obispo de Rochester?,cuándo pasó justo de canterbury a ser el primer obispo de rochester
¿Dónde se hallaba Rochester cuando Justo de Canterbury pasó a ser su obispo?,dónde se hallaba rochester cuando justo de canterbury pasó a ser su obispo
¿Quién nombró obispo de Rochester a Justo de Canterbury?,quién nombró obispo de rochester a justo de canterbury
¿Por qué cree Nicholas Brooks que se eligió Rochester como sede del obispado?,por qué cree nicholas brooks que se eligió rochester como sede del obispado
¿Cuál era el símbolo de la autoridad de los arzobispos?,cuál era el símbolo de la autoridad de los arzobispos
¿Por qué congratuló Bonifacio V a Justo en una misiva?,por qué congratuló bonifacio v a justo en una misiva
¿Quién nombró a Justo de Canterbury arzobispo?,quién nombró a justo de canterbury arzobispo
¿Quiénes fueron los actores principales de Sos mi vida?,quiénes fueron los actores principales de sos mi vida
¿Cuándo se emitió el capítulo final de Sos mi vida?,cuándo se emitió el capítulo final de sos mi vida
¿Cuál fue la audiencia media del último capítulo de Sos mi vida?,cuál fue la audiencia media del último capítulo de sos mi vida
¿Cuál fue el programa con el que Telefé intentó contraprogramar en un primer momento a Sos mi vida?,cuál fue el programa con el que telefé intentó contraprogramar en un primer momento a sos mi vida
¿Por qué se cambió el horario de Alma Pirata?,por qué se cambió el horario de alma pirata
¿Cuándo no suelen estrenar las cadenas de televisión nuevos programas?,cuándo no suelen estrenar las cadenas de televisión nuevos programas
¿Quién es la responsable de los ingresos de la familia de Esperanza Muñoz?,quién es la responsable de los ingresos de la familia de esperanza muñoz
¿Cómo se llama la pareja de Martín Quesada?,cómo se llama la pareja de martín quesada
¿Cuál era la profesión de Esperanza Muñoz?,cuál era la profesión de esperanza muñoz
¿Cuál era el apellido de la familia Curcuas antes de ser helenizado?,cuál era el apellido de la familia curcuas antes de ser helenizado
¿Dónde vivió la familia Curcuas en el siglo IX?,dónde vivió la familia curcuas en el siglo ix
¿Cómo se llamaba el abuelo de Juan Curcuas que fue comandante del tagma de hikanatoi?,cómo se llamaba el abuelo de juan curcuas que fue comandante del tagma de hikanatoi
¿Cuál es la capital de Minnesota?,cuál es la capital de minnesota
¿Dónde se encuentra Minnesota geográficamente dentro de EE. UU.?,dónde se encuentra minnesota geográficamente dentro de ee uu
¿Qué cauces fluviales limitan con Minnesota por su parte oriental?,qué cauces fluviales limitan con minnesota por su parte oriental
¿Dónde se halla Saint Paul?,dónde se halla saint paul
¿Cuál es la urbe con más habitantes de Minnesota?,cuál es la urbe con más habitantes de minnesota
¿Cuál es el porcentaje de población de Minnesota que se englobaba en 2005 dentro del área metropolitana de las Ciudades Gemelas?,cuál es el porcentaje de población de minnesota que se englobaba en 2005 dentro del área metropolitana de las ciudades gemelas
¿En qué posición se encontraba en 2004 la renta per cápita de Minnesota respecto al total de estados de EE. UU.?,en qué posición se encontraba en 2004 la renta per cápita de minnesota respecto al total de estados de ee uu
¿A cuánto ascendían los ingresos domésticos en Minnesota en 1999?,a cuánto ascendían los ingresos domésticos en minnesota en 1999
¿Cuál es el condado con una media de ingresos por hogar más baja de Minnesota?,cuál es el condado con una media de ingresos por hogar más baja de minnesota
¿Cómo se define el grecobudismo?,cómo se define el grecobudismo
¿Dónde floreció el grecobudismo?,dónde floreció el grecobudismo
¿Cuándo tuvo lugar el desarrollo del grecobudismo?,cuándo tuvo lugar el desarrollo del grecobudismo
¿Dónde apareció el budismo mahāyāna?,dónde apareció el budismo mahāyāna
¿Cómo se denominan los cultos populares hindúes?,cómo se denominan los cultos populares hindúes
¿Quiénes dejaron huella en el desarrollo del mahāyāna?,quiénes dejaron huella en el desarrollo del mahāyāna
¿Cómo llegó la influencia del grecobudismo al intelectualismo?,cómo llegó la influencia del grecobudismo al intelectualismo
¿Qué conceptos propios del helenismo fueron asimilados por las culturas de Japón y Corea?,qué conceptos propios del helenismo fueron asimilados por las culturas de japón y corea
"¿Cuál acabó siendo el papel de la virtud, la excelencia o la cualidad en las sociedades de Corea y Japón?",cuál acabó siendo el papel de la virtud la excelencia o la cualidad en las sociedades de corea y japón
¿Qué compañía ha quebrado?,qué compañía ha quebrado
¿Cuánto dinero ha concedido el Tesoro a General Motors?,cuánto dinero ha concedido el tesoro a general motors
¿Qué produce General Motors?,qué produce general motors
¿Qué moneda es utilizada en Dinamarca?,qué moneda es utilizada en dinamarca
¿Cuál es la población de DInamarca?,cuál es la población de dinamarca
¿Quién ocupa el cargo de Ministro de Finanzas en Francia?,quién ocupa el cargo de ministro de finanzas en francia
¿Cuándo han emitido los funcionarios sus declaraciones acerca del referéndum danés?,cuándo han emitido los funcionarios sus declaraciones acerca del referéndum danés
¿Qué significa el resultado del referéndum danés para Karl-Heinz Grasser?,qué significa el resultado del referéndum danés para karl-heinz grasser
¿Quién preside el FPOe?,quién preside el fpoe
¿Cuándo deciden Suecia y Reino Unido su inclusión en el euro?,cuándo deciden suecia y reino unido su inclusión en el euro
¿Cuál ha sido la opción ganadora del referéndum danés?,cuál ha sido la opción ganadora del referéndum danés
¿A qué formación política pertenece Grasser?,a qué formación política pertenece grasser
¿Cuántos actos componen Sylvia?,cuántos actos componen sylvia
¿Quién fue el coreógrafo de Sylvia?,quién fue el coreógrafo de sylvia
¿En qué escenario mitológico se sitúa Sylvia?,en qué escenario mitológico se sitúa sylvia
¿Cuál es el ballet considerado junto con Sylvia de los primeros ballets modernos?,cuál es el ballet considerado junto con sylvia de los primeros ballets modernos
¿Qué hace que Sylvia sea considerado uno de los primeros ballets modernos?,qué hace que sylvia sea considerado uno de los primeros ballets modernos
¿Para quién resultaba característico el uso del leitmotiv?,para quién resultaba característico el uso del leitmotiv
¿Por qué se interesó Ashton por Sylvia?,por qué se interesó ashton por sylvia
¿Quién era la bailarina principal de Ashton en el momento en el que re-coreografió Sylvia?,quién era la bailarina principal de ashton en el momento en el que re-coreografió sylvia
¿Dónde se estrenó la versión de Sylvia de Ashton?,dónde se estrenó la versión de sylvia de ashton
¿Quién escribió un artículo publicado en 1957 sobre los efectos del dióxido de carbono en el efecto invernadero?,quién escribió un artículo publicado en 1957 sobre los efectos del dióxido de carbono en el efecto invernadero
¿Cómo se titulaba el informe publicado por Wallace Smith Broecker en 1975?,cómo se titulaba el informe publicado por wallace smith broecker en 1975
¿Qué detalló el estudio de la Academia Nacional de Ciencias de EE. UU. publicado en 1979?,qué detalló el estudio de la academia nacional de ciencias de ee uu publicado en 1979
¿Cuándo gobernó el exmandatario?,cuándo gobernó el exmandatario
¿Cuánto percibió en sobornos el exmandatario durante su gobierno según las denuncias?,cuánto percibió en sobornos el exmandatario durante su gobierno según las denuncias
¿Cuál fue el motivo de la muerte del exmandatario?,cuál fue el motivo de la muerte del exmandatario
¿Quién organizó las protestas en Irán? ,quién organizó las protestas en irán
